"Symbol","Synonym Symbol","Scientific Name with Author","State Common Name","Family","Scientific Name"
"HEGR4","HEGRM","Helianthus grosseserratus M. Martens ssp. maximus R.W. Long","","Asteraceae","Helianthus grosseserratus ssp. maximus"
"HEGR4","HEGRH","Helianthus grosseserratus M. Martens var. hypoleucus A. Gray","","Asteraceae","Helianthus grosseserratus var. hypoleucus"
"HEGR4","HEIN9","Helianthus instabilis E.E. Watson","","Asteraceae","Helianthus instabilis"
"HEGR8","","Heuchera grossulariifolia Rydb.","gooseberryleaf alumroot","Saxifragaceae","Heuchera grossulariifolia"
"HEGRT","","Heuchera grossulariifolia Rydb. var. tenuifolia (Wheelock) C.L. Hitchc.","gooseberryleaf alumroot","Saxifragaceae","Heuchera grossulariifolia var. tenuifolia"
"HEGRT","HETE23","Heuchera tenuifolia (Wheelock) Rydb.","","Saxifragaceae","Heuchera tenuifolia"
"HEHE","","Hedera helix L.","English ivy","Araliaceae","Hedera helix"
"HEHE5","","Heliopsis helianthoides (L.) Sweet","sunflower heliopsis","Asteraceae","Heliopsis helianthoides"
"HEHEO","","Heliopsis helianthoides (L.) Sweet var. occidentalis (T.R. Fisher) Steyerm.","smooth oxeye","Asteraceae","Heliopsis helianthoides var. occidentalis"
"HEHEO","HEHEO2","Heliopsis helianthoides (L.) Sweet ssp. occidentalis T.R. Fisher","","Asteraceae","Heliopsis helianthoides ssp. occidentalis"
"HEHI12","","Hedera hibernica (G. Kirchn.) Bean","Atlantic Ivy","Araliaceae","Hedera hibernica"
"HEHI12","HEHEH2","Hedera helix L. var. hibernica G. Kirchn.","","Araliaceae","Hedera helix var. hibernica"
"HEHI7","","Herniaria hirsuta L.","hairy rupturewort","Caryophyllaceae","Herniaria hirsuta"
"HEHIC","","Herniaria hirsuta L. ssp. cinerea (DC.) Coutinho","hairy rupturewort","Caryophyllaceae","Herniaria hirsuta ssp. cinerea"
"HEHIC","HECI2","Herniaria cinerea DC.","","Caryophyllaceae","Herniaria cinerea"
"HELEN","","Helenium L.","sneezeweed","Asteraceae","Helenium"
"HELI4","","Hemerocallis lilioasphodelus L.","yellow daylily","Liliaceae","Hemerocallis lilioasphodelus"
"HELI4","HEFL13","Hemerocallis flava (L.) L.","","Liliaceae","Hemerocallis flava"
"HELI4","HELIF","Hemerocallis lilioasphodelus L. var. flava L.","","Liliaceae","Hemerocallis lilioasphodelus var. flava"
"HELI4","HELIM2","Hemerocallis lilioasphodelus L. var. major hort.","","Liliaceae","Hemerocallis lilioasphodelus var. major hort."
"HELIA","","Helianthella Torr. & A. Gray","helianthella","Asteraceae","Helianthella"
"HELIA3","","Helianthus L.","sunflower","Asteraceae","Helianthus"
"HELIO2","","Heliopsis Pers.","heliopsis","Asteraceae","Heliopsis"
"HELIO3","","Heliotropium L.","heliotrope","Boraginaceae","Heliotropium"
"HELLE","","Helleborus L.","hellebore","Ranunculaceae","Helleborus"
"HEMA17","","Heracleum mantegazzianum Sommier & Levier","giant hogweed","Apiaceae","Heracleum mantegazzianum"
"HEMA2","","Helianthus maximiliani Schrad.","Maximilian sunflower","Asteraceae","Helianthus maximiliani"
"HEMA2","HEDA2","Helianthus dalyi Britton","","Asteraceae","Helianthus dalyi"
"HEMA3","","Hesperis matronalis L.","dames rocket","Brassicaceae","Hesperis matronalis"
"HEMA80","","Heracleum maximum W. Bartram","common cowparsnip","Apiaceae","Heracleum maximum"
"HEMA80","HELA4","Heracleum lanatum Michx.","","Apiaceae","Heracleum lanatum"
"HEMA80","HESPM","Heracleum sphondylium L. ssp. montanum (Schleich. ex Gaudin) Briq.","","Apiaceae","Heracleum sphondylium ssp. montanum"
"HEMA80","HESPL","Heracleum sphondylium L. var. lanatum (Michx.) Dorn","","Apiaceae","Heracleum sphondylium var. lanatum"
"HEMER","","Hemerocallis L.","daylily","Liliaceae","Hemerocallis"
"HEMI20","","Hemizonella minima (A. Gray) A. Gray","opposite-leaved tarweed","Asteraceae","Hemizonella minima"
"HEMI20","MAMI","Madia minima (A. Gray) D.D. Keck","","Asteraceae","Madia minima"
"HEMI7","","Heuchera micrantha Douglas ex Lindl.","crevice alumroot","Saxifragaceae","Heuchera micrantha"
"HEMID2","","Heuchera micrantha Douglas ex Lindl. var. diversifolia (Rydb.) Rosend., Butters & Lakela","crevice alumroot","Saxifragaceae","Heuchera micrantha var. diversifolia"
"HEMID2","HEDI7","Heuchera diversifolia Rydb.","","Saxifragaceae","Heuchera diversifolia"
"HEMID2","HEMIP","Heuchera micrantha Douglas ex Lindl. var. pacifica Rosend., Butters & Lakela","","Saxifragaceae","Heuchera micrantha var. pacifica"
"HEMIM2","","Heuchera micrantha Douglas ex Lindl. var. micrantha","crevice alumroot","Saxifragaceae","Heuchera micrantha var. micrantha"
"HEMIT","","Hemitomes A. Gray","coneplant","Monotropaceae","Hemitomes"
"HEMIZ2","","Hemizonella (A. Gray) A. Gray","tarweed","Asteraceae","Hemizonella"
"HENU","","Helianthus nuttallii Torr. & A. Gray","Nuttall's sunflower","Asteraceae","Helianthus nuttallii"
"HENUN","","Helianthus nuttallii Torr. & A. Gray ssp. nuttallii","Nuttall's sunflower","Asteraceae","Helianthus nuttallii ssp. nuttallii"
"HENUN","HEFA6","Helianthus fascicularis Greene","","Asteraceae","Helianthus fascicularis"
"HENUN","HENUC","Helianthus nuttallii Torr. & A. Gray ssp. canadensis R.W. Long","","Asteraceae","Helianthus nuttallii ssp. canadensis"
"HENUN","HENUC2","Helianthus nuttallii Torr. & A. Gray ssp. coloradensis (Cockerell) R.W. Long","","Asteraceae","Helianthus nuttallii ssp. coloradensis"
"HEOC","","Hedysarum occidentale Greene","western sweetvetch","Fabaceae","Hedysarum occidentale"
"HEOCO2","","Hedysarum occidentale Greene var. occidentale","western sweetvetch","Fabaceae","Hedysarum occidentale var. occidentale"
"HEOCO2","HEUI","Hedysarum uintahense A. Nelson","","Fabaceae","Hedysarum uintahense"
"HEOR2","","Heterotheca oregona (Nutt.) Shinners","Oregon false goldenaster","Asteraceae","Heterotheca oregona"
"HEORO","","Heterotheca oregona (Nutt.) Shinners var. oregona","Oregon goldenaster","Asteraceae","Heterotheca oregona var. oregona"
"HEORO","AMOR","Ammodia oregona Nutt.","","Asteraceae","Ammodia oregona"
"HEORO","CHOR4","Chrysopsis oregona (Nutt.) A. Gray","","Asteraceae","Chrysopsis oregona"
"HEPE","","Helianthus petiolaris Nutt.","prairie sunflower","Asteraceae","Helianthus petiolaris"
"HEPEP","","Helianthus petiolaris Nutt. ssp. petiolaris","prairie sunflower","Asteraceae","Helianthus petiolaris ssp. petiolaris"
"HEPU6","","Hesperochiron pumilus (Douglas ex Griseb.) Porter","dwarf hesperochiron","Hydrophyllaceae","Hesperochiron pumilus"
"HEPU6","HEVI8","Hesperochiron villosulus (Greene) Suksd.","","Hydrophyllaceae","Hesperochiron villosulus"
"HERA3","","Heterocodon rariflorum Nutt.","rareflower heterocodon","Campanulaceae","Heterocodon rariflorum"
"HERA3","SPRA","Specularia rariflora (Nutt.) McVaugh","","Campanulaceae","Specularia rariflora"
"HERAC","","Heracleum L.","cowparsnip","Apiaceae","Heracleum"
"HERNI","","Herniaria L.","rupturewort","Caryophyllaceae","Herniaria"
"HESP6","","Heracleum sphondylium L.","eltrot","Apiaceae","Heracleum sphondylium"
"HESPE11","","Hesperostipa (Elias) Barkworth","needle and thread","Poaceae","Hesperostipa"
"HESPE2","","Hesperis L.","rocket","Brassicaceae","Hesperis"
"HESPE4","","Hesperochiron S. Watson","hesperochiron","Hydrophyllaceae","Hesperochiron"
"HESPS","","Heracleum sphondylium L. ssp. sibiricum (L.) Simonkai","eltrot","Apiaceae","Heracleum sphondylium ssp. sibiricum"
"HESPS","HESI3","Heracleum sibiricum L.","","Apiaceae","Heracleum sibiricum"
"HESPS","HESIA","Heracleum sibiricum L. var. angustifolium Jacq. p.p.","","Apiaceae","Heracleum sibiricum var. angustifolium p.p."
"HESU","","Hedysarum sulphurescens Rydb.","white sweetvetch","Fabaceae","Hedysarum sulphurescens"
"HETER","","Heteranthera Ruiz & Pav.","mudplantain","Pontederiaceae","Heteranthera"
"HETER2","","Heterocodon Nutt.","heterocodon","Campanulaceae","Heterocodon"
"HETER8","","Heterotheca Cass.","false goldenaster","Asteraceae","Heterotheca"
"HETU","","Helianthus tuberosus L.","Jerusalem artichoke","Asteraceae","Helianthus tuberosus"
"HETU","HETO4","Helianthus tomentosus Michx.","","Asteraceae","Helianthus tomentosus"
"HETU","HETUS2","Helianthus tuberosus L. var. subcanescens A. Gray","","Asteraceae","Helianthus tuberosus var. subcanescens"
"HEUCH","","Heuchera L.","alumroot","Saxifragaceae","Heuchera"
"HEUN","","Helianthella uniflora (Nutt.) Torr. & A. Gray","oneflower helianthella","Asteraceae","Helianthella uniflora"
"HEUND","","Helianthella uniflora (Nutt.) Torr. & A. Gray var. douglasii (Torr. & A. Gray) W.A. Weber","Douglas' helianthella","Asteraceae","Helianthella uniflora var. douglasii"
"HEVI4","","Heterotheca villosa (Pursh) Shinners","hairy false goldenaster","Asteraceae","Heterotheca villosa"
"HEVIF","","Heterotheca villosa (Pursh) Shinners var. foliosa (Nutt.) V.L. Harms","hairy false goldenaster","Asteraceae","Heterotheca villosa var. foliosa"
"HEVIF","CHBU3","Chrysopsis butleri Rydb.","","Asteraceae","Chrysopsis butleri"
"HEVIF","CHFO6","Chrysopsis foliosa Nutt.","","Asteraceae","Chrysopsis foliosa"
"HEVIF","CHHI4","Chrysopsis hirsutissima Greene","","Asteraceae","Chrysopsis hirsutissima"
"HEVIF","CHIM3","Chrysopsis imbricata A. Nelson","","Asteraceae","Chrysopsis imbricata"
"HEVIF","CHVIF2","Chrysopsis villosa (Pursh) Nutt. ex DC. var. foliosa (Nutt.) D.C. Eaton","","Asteraceae","Chrysopsis villosa var. foliosa"
"HEVIF","HEFO9","Heterotheca foliosa (Nutt.) Shinners","","Asteraceae","Heterotheca foliosa"
"HEVIM3","","Heterotheca villosa (Pursh) Shinners var. minor (Hook.) Semple","hairy false goldenaster","Asteraceae","Heterotheca villosa var. minor"
"HEVIM3","CHAR12","Chrysopsis arida A. Nelson","","Asteraceae","Chrysopsis arida"
"HEVIM3","CHBA4","Chrysopsis bakeri Greene","","Asteraceae","Chrysopsis bakeri"
"HEVIM3","CHCO17","Chrysopsis columbiana Greene","","Asteraceae","Chrysopsis columbiana"
"HEVIM3","CHHI5","Chrysopsis hispida (Hook.) DC.","","Asteraceae","Chrysopsis hispida"
"HEVIM3","CHVIH","Chrysopsis villosa (Pursh) Nutt. ex DC. var. hispida (Hook.) A. Gray","","Asteraceae","Chrysopsis villosa var. hispida"
"HEVIM3","CHWI","Chrysopsis wisconsinensis Shinners","","Asteraceae","Chrysopsis wisconsinensis"
"HEVIM3","HEVIH","Heterotheca villosa (Pursh) Shinners var. hispida (Hook.) V.L. Harms","","Asteraceae","Heterotheca villosa var. hispida"
"HEVIM3","HEWI","Heterotheca wisconsinensis (Shinners) Shinners","","Asteraceae","Heterotheca wisconsinensis"
"HEVIV","","Heterotheca villosa (Pursh) Shinners var. villosa","hairy goldenaster","Asteraceae","Heterotheca villosa var. villosa"
"HEVIV","CHMO7","Chrysopsis mollis Nutt.","","Asteraceae","Chrysopsis mollis"
"HEVIV","CHVI10","Chrysopsis villosa (Pursh) Nutt. ex DC.","","Asteraceae","Chrysopsis villosa"
"HIAL2","","Hieracium albiflorum Hook.","white hawkweed","Asteraceae","Hieracium albiflorum"
"HIAL2","CHAL16","Chlorocrepis albiflora (Hook.) W.A. Weber","","Asteraceae","Chlorocrepis albiflora"
"HIAL2","HIHE","Hieracium helleri Gandog.","","Asteraceae","Hieracium helleri"
"HIAL2","HISI","Hieracium siskiyouense M. Peck","","Asteraceae","Hieracium siskiyouense"
"HIAU","","Hieracium aurantiacum L.","orange hawkweed","Asteraceae","Hieracium aurantiacum"
"HIBIS2","","Hibiscus L.","rosemallow","Malvaceae","Hibiscus"
"HICA10","","Hieracium caespitosum Dumort.","meadow hawkweed","Asteraceae","Hieracium caespitosum"
"HICA10","HIPR","Hieracium pratense Tausch","","Asteraceae","Hieracium pratense"
"HICY","","Hieracium cynoglossoides Arv.-Touv.","houndstongue hawkweed","Asteraceae","Hieracium cynoglossoides"
"HICY","HISCG","Hieracium scouleri Hook. var. griseum (Rydb.) A. Nelson","","Asteraceae","Hieracium scouleri var. griseum"
"HIERA","","Hieracium L.","hawkweed","Asteraceae","Hieracium"
"HIERO","","Hierochloe R. Br.","sweetgrass","Poaceae","Hierochloe"
"HIFL3","","Hieracium ×floribundum Wimm. & Grab. (pro sp.) [caespitosum × lactucella]","hawkweed","Asteraceae","Hieracium sp.) lactucella]"
"HIFL3","HIAU2","Hieracium auricula L. p.p.","","Asteraceae","Hieracium auricula p.p."
"HIFL3","HIDO","Hieracium ×dorei Lepage","","Asteraceae","Hieracium"
"HIGL3","","Hieracium glomeratum Froel.","queen-devil hawkweed","Asteraceae","Hieracium glomeratum"
"HIGR","","Hieracium gracile Hook.","slender hawkweed","Asteraceae","Hieracium gracile"
"HIGRD","","Hieracium gracile Hook. var. detonsum (A. Gray) A. Gray","low alpine hawkweed","Asteraceae","Hieracium gracile var. detonsum"
"HIGRG","","Hieracium gracile Hook. var. gracile","slender hawkweed","Asteraceae","Hieracium gracile var. gracile"
"HIGRG","CHTRG","Chlorocrepis tristis (Willd. ex Spreng.) Á. Löve & D. Löve ssp. gracilis (Hook.) W.A. Weber","","Asteraceae","Chlorocrepis tristis ssp. gracilis"
"HIGRG","HIGRD2","Hieracium gracile Hook. var. densifloccosum (Zahn) Cronquist","","Asteraceae","Hieracium gracile var. densifloccosum"
"HIGRG","HITRG","Hieracium triste Willd. ex Spreng. ssp. gracile (Hook.) Calder & Roy L. Taylor","","Asteraceae","Hieracium triste ssp. gracile"
"HIGRG","HITRG2","Hieracium triste Willd. ex Spreng. var. gracile (Hook.) A. Gray","","Asteraceae","Hieracium triste var. gracile"
"HIHI","","Hierochloe hirta (Schrank) Borbás","northern sweetgrass","Poaceae","Hierochloe hirta"
"HIHIA","","Hierochloe hirta (Schrank) Borbás ssp. arctica (J. Presl) G. Weim.","northern sweetgrass","Poaceae","Hierochloe hirta ssp. arctica"
"HIHIA","ANHIA","Anthoxanthum hirtum (Schrank) Y. Schouten & Veldkamp ssp. arcticum (J. Presl) G. Tucker","","Poaceae","Anthoxanthum hirtum ssp. arcticum"
"HIHIA","HIODA","Hierochloe odorata (L.) P. Beauv. ssp. arctica (J. Presl) Tzvelev","","Poaceae","Hierochloe odorata ssp. arctica"
"HILA4","","Hieracium laevigatum Willd.","smooth hawkweed","Asteraceae","Hieracium laevigatum"
"HILA4","HIAC5","Hieracium acranthophorum Om.","","Asteraceae","Hieracium acranthophorum"
"HILA4","HIACI2","Hieracium acranthophorum Om. var. isortoquense Böcher","","Asteraceae","Hieracium acranthophorum var. isortoquense"
"HILA4","HIDE3","Hieracium devoldii Om.","","Asteraceae","Hieracium devoldii"
"HILA4","HIEU2","Hieracium eugenii Om.","","Asteraceae","Hieracium eugenii"
"HILA4","HIMU8","Hieracium musartutense Om.","","Asteraceae","Hieracium musartutense"
"HILA4","HINE3","Hieracium nepiocratum Om.","","Asteraceae","Hieracium nepiocratum"
"HILA4","HIRI4","Hieracium rigorosum (Laest.) Almquist","","Asteraceae","Hieracium rigorosum"
"HILA4","HIRIN2","Hieracium rigorosum (Laest.) Almquist var. nanusekense Om.","","Asteraceae","Hieracium rigorosum var. nanusekense"
"HILA4","HIRIS2","Hieracium rigorosum (Laest.) Almquist var. sermilikense Om.","","Asteraceae","Hieracium rigorosum var. sermilikense"
"HILA4","HIRIU2","Hieracium rigorosum (Laest.) Almquist var. unanakense Om.","","Asteraceae","Hieracium rigorosum var. unanakense"
"HILA4","HIST6","Hieracium stiptocaule Om.","","Asteraceae","Hieracium stiptocaule"
"HILA8","","Hieracium lachenalii C.C. Gmel.","common hawkweed","Asteraceae","Hieracium lachenalii"
"HILA8","HIAC4","Hieracium acuminatum Jord.","","Asteraceae","Hieracium acuminatum"
"HILA8","HIVU","Hieracium vulgatum Fr.","","Asteraceae","Hieracium vulgatum"
"HILO","","Hieracium longiberbe Howell","longbeard hawkweed","Asteraceae","Hieracium longiberbe"
"HIMO2","","Hippuris montana Ledeb.","mountain marestail","Hippuridaceae","Hippuris montana"
"HIOC","","Hierochloe occidentalis Buckley","California sweetgrass","Poaceae","Hierochloe occidentalis"
"HIOC","ANOC5","Anthoxanthum occidentale (Buckley) Veldkamp","","Poaceae","Anthoxanthum occidentale"
"HIOC","HIMA8","Hierochloe macrophylla Thurb. ex Bol.","","Poaceae","Hierochloe macrophylla"
"HIPI","","Hieracium pilosella L.","mouseear hawkweed","Asteraceae","Hieracium pilosella"
"HIPI2","","Hieracium piloselloides Vill.","tall hawkweed","Asteraceae","Hieracium piloselloides"
"HIPI2","HIFL","Hieracium florentinum All.","","Asteraceae","Hieracium florentinum"
"HIPIP","","Hieracium pilosella L. var. pilosella","mouseear hawkweed","Asteraceae","Hieracium pilosella var. pilosella"
"HIPPU","","Hippuris L.","mare's-tail","Hippuridaceae","Hippuris"
"HISC2","","Hieracium scouleri Hook.","Scouler's woolyweed","Asteraceae","Hieracium scouleri"
"HISCA","","Hieracium scouleri Hook. var. albertinum (Farr) G.W. Douglas & G.A. Allen","Scouler's woollyweed","Asteraceae","Hieracium scouleri var. albertinum"
"HISCA","HIAL","Hieracium albertinum Farr","","Asteraceae","Hieracium albertinum"
"HISCA","HICU2","Hieracium cusickii Gandog.","","Asteraceae","Hieracium cusickii"
"HISCA","HIFL5","Hieracium flettii H. St. John & Warren","","Asteraceae","Hieracium flettii"
"HISCN","","Hieracium scouleri Hook. var. nudicaule (A. Gray) Cronquist","Scouler's woollyweed","Asteraceae","Hieracium scouleri var. nudicaule"
"HISCN","HICYN","Hieracium cynoglossoides Arv.-Touv. var. nudicaule A. Gray","","Asteraceae","Hieracium cynoglossoides var. nudicaule"
"HISCN","HINU","Hieracium nudicaule (A. Gray) A. Heller","","Asteraceae","Hieracium nudicaule"
"HISCS2","","Hieracium scouleri Hook. var. scouleri","Scouler's woollyweed","Asteraceae","Hieracium scouleri var. scouleri"
"HISCS2","HICH","Hieracium chapacanum Zahn","","Asteraceae","Hieracium chapacanum"
"HISCS2","HIPA5","Hieracium parryi Zahn","","Asteraceae","Hieracium parryi"
"HITR","","Hibiscus trionum L.","flower of an hour","Malvaceae","Hibiscus trionum"
"HITR","TRTR13","Trionum trionum (L.) Wooton & Standl., nom. inval.","","Malvaceae","Trionum trionum nom. inval."
"HIUM","","Hieracium umbellatum L.","narrowleaf hawkweed","Asteraceae","Hieracium umbellatum"
"HIUM","HICO4","Hieracium columbianum Rydb.","","Asteraceae","Hieracium columbianum"
"HIUM","HISC8","Hieracium scabriusculum Schwein.","","Asteraceae","Hieracium scabriusculum"
"HIUM","HISCC","Hieracium scabriusculum Schwein. var. columbianum (Rydb.) Lepage","","Asteraceae","Hieracium scabriusculum var. columbianum"
"HIUM","HISCP","Hieracium scabriusculum Schwein. var. perhirsutum Lepage","","Asteraceae","Hieracium scabriusculum var. perhirsutum"
"HIUM","HISCS3","Hieracium scabriusculum Schwein. var. saximontanum Lepage","","Asteraceae","Hieracium scabriusculum var. saximontanum"
"HIUM","HISCS4","Hieracium scabriusculum Schwein. var. scabrum (Schwein.) Lepage","","Asteraceae","Hieracium scabriusculum var. scabrum"
"HIVU2","","Hippuris vulgaris L.","marestail","Hippuridaceae","Hippuris vulgaris"
"HOAQ","","Howellia aquatilis A. Gray","water howellia","Campanulaceae","Howellia aquatilis"
"HOBR2","","Hordeum brachyantherum Nevski","meadow barley","Poaceae","Hordeum brachyantherum"
"HOBRB2","","Hordeum brachyantherum Nevski ssp. brachyantherum","meadow barley","Poaceae","Hordeum brachyantherum ssp. brachyantherum"
"HOBRB2","CRBR12","Critesion brachyantherum (Nevski) Barkworth & D.R. Dewey","","Poaceae","Critesion brachyantherum"
"HOBRB2","CRJUB","Critesion jubatum (L.) Nevski ssp. breviaristatum (Bowden) Á. Löve & D. Löve","","Poaceae","Critesion jubatum ssp. breviaristatum"
"HOBRB2","HOBO3","Hordeum boreale Scribn. & J.G. Sm.","","Poaceae","Hordeum boreale"
"HOBRB2","HOJUB","Hordeum jubatum L. ssp. breviaristatum Bowden","","Poaceae","Hordeum jubatum ssp. breviaristatum"
"HOBRB2","HOJUB2","Hordeum jubatum L. var. boreale (Scribn. & J.G. Sm.) B. Boivin","","Poaceae","Hordeum jubatum var. boreale"
"HOBRB2","HONO","Hordeum nodosum L. p.p.","","Poaceae","Hordeum nodosum p.p."
"HOBRB2","HONOB","Hordeum nodosum L. var. boreale (Scribn. & J.G. Sm.) Hitchc.","","Poaceae","Hordeum nodosum var. boreale"
"HODE2","","Hordeum depressum (Scribn. & J.G. Sm.) Rydb.","dwarf barley","Poaceae","Hordeum depressum"
"HODE2","CRDE9","Critesion depressum (Scribn. & J.G. Sm.) Á. Löve","","Poaceae","Critesion depressum"
"HODI","","Holodiscus discolor (Pursh) Maxim.","oceanspray","Rosaceae","Holodiscus discolor"
"HODI","HOBO","Holodiscus boursieri (Carrière) Rehder","","Rosaceae","Holodiscus boursieri"
"HODI","HODIF2","Holodiscus discolor (Pursh) Maxim. ssp. franciscanus (Rydb.) Roy L. Taylor & MacBryde","","Rosaceae","Holodiscus discolor ssp. franciscanus"
"HODI","HODIA2","Holodiscus discolor (Pursh) Maxim. var. ariaefolius (Sm.) Asch. & Graebn.","","Rosaceae","Holodiscus discolor var. ariaefolius"
